id_restaurant,nom,type_etablissement,type_de_restaurant,type_de_service,latitude,longitude,adresse_complete,telephone,horaires_ouverture,description
10737006478,La Taverne de Zhao,restaurant,chinese,Standard,48.8416407,2.3282335,,+33 9 55 26 56 29,"Mo-Sa 12:00-14:30, 19:00-22:30",
496110514,Le Goyavier,restaurant,,Standard,48.8507756,2.3816053,,,,
4455374990,Giulia,restaurant,pizza,Standard,48.834555,2.3216633,,,,
3072958051,Recoin,restaurant,french,Standard,48.8591538,2.3688576,"60, Rue Saint-Sabin, 75011",0155286736,Mo-Fr 09:00-01:00; Sa 10:00-01:00,
3394657190,Jap & Zap,restaurant,japanese,Standard,48.8630067,2.3884535,,+33143666666,,
12137492817,Supreme Durum,restaurant,,Standard,48.8837065,2.3211697,,,Tu-Su 11:30-23:00,
9927533543,Oggi,restaurant,pizza,Standard,48.8421653,2.3246929,,,"12:00-14:30, Mo-Th 19:00-22:30, Fr-Su 19:00-23:00",
6438254085,Bistro Indochine,restaurant,,Standard,48.8308003,2.2964676,,,"Tu-Sa 12:00-14:00,19:00-22:00",
10112208737,Addis Ethiopia,restaurant,african;ethiopian,Standard,48.8802287,2.3315217,"52, Rue Blanche, 75009, Paris",,,
4748913526,Sacrée Fleur,restaurant,,Standard,48.8875531,2.3479236,,,"Mo-Sa 11:45-14:00, 19:00-22:00",
4908100122,Relais Louis XIII,restaurant,,Standard,48.8546194,2.3407781,,,,
980154485,La Place Italienne Da Faustino,restaurant,pizza,Standard,48.8950534,2.3822768,,,,
2793447085,Yoyo,restaurant,japanese,Standard,48.881371,2.289486,,,,
1824826034,Saveurs et Coïncedences,restaurant,french,Standard,48.8728885,2.3451791,,,,
4872467492,Gino,restaurant,pizza,Standard,48.8336701,2.3656418,,,,
2926043501,Pura Vida,restaurant,,Standard,48.848623,2.354846,,,,
5207272175,L'Auberge du Roi Gradlon,restaurant,,Standard,48.835281,2.3462574,,,,
9977851286,Croccante,restaurant,italian,Standard,48.8447571,2.318629,,,,
5066075025,Kozy,restaurant,,Standard,48.8846913,2.3390617,"5 bis, Rue la Vieuville, 75018, Paris",,,
7151976491,La Conserverie Paysanne,restaurant,,Standard,48.860072,2.3757067,"52, Rue Popincourt, 75011, Paris",,,
2184604587,Le Monza,restaurant,pizza,Standard,48.8211212,2.3425439,"78, Rue de l'Amiral Mouchez, 75013",,"Mo-Sa 12:00-15:00,19:00-23:00; Su off",
4123870393,Chào Em,restaurant,vietnamese,Standard,48.8406551,2.323022,,,,
4905533254,Korat,restaurant,,Standard,48.8911709,2.3280432,"143, Rue Lamarck, 75018, Paris",,,Thai food
10769142097,Sushi Hiroshi,restaurant,sushi,Standard,48.8557938,2.3720939,"16, Rue Sedaine, 75011, Paris",,,
9558699352,First LAP,restaurant,burger,Standard,48.878225,2.3404889,,,,
3475328193,Banger Burger,restaurant,,Standard,48.8620509,2.354122,,,,
12002550509,Sushi Supe,restaurant,,Standard,48.8663311,2.3490996,,,,
7193057517,Lyoom Cantine,restaurant,arab;mediterranean;oriental,Standard,48.8661091,2.3723313,"20, Rue de Nemours, 75011",+33148050052,Mo-Su 12:00-23:00,
1887354890,Ny Hav,restaurant,vietnamese,Standard,48.824851,2.3607452,,,,
3661816163,Tsreet Food Fighters,restaurant,,Standard,48.8703661,2.3463916,,,,
3339794228,L'Orange Verte,restaurant,italian,Standard,48.8799666,2.3508222,"92, Rue de Maubeuge, 75010",+33 1 40 16 45 43,"Mo-Su 12:00-15:00, 19:00-23:00",
9997195640,Rino De Nicolo,restaurant,,Standard,48.8702502,2.3106782,,,,
3824203670,Les Phénomènes,restaurant,,Standard,48.8942068,2.3204728,75017,,Mo-We 17:00-00:00; Th-Sa 17:00-02:00,
1000763319,Chez Trassoudaine,restaurant,french,Standard,48.8286456,2.3651923,,,,
2285154131,La bâche bleue,restaurant,,Standard,48.89004,2.3632191,,,,
4693696187,Mini Palais,restaurant,french,Standard,48.8654537,2.3130032,,+33 1 42 56 42 42,Mo-Su 08:00-02:00,
4125470311,Aigle d'Orient,restaurant,chinese,Standard,48.8769794,2.3444061,,,,
1700623112,Jantchi,restaurant,,Standard,48.8660415,2.3361004,,,"Mo-Fr 12:00-14:45,18:30-22:30; Sa 11:45-14:45,18:30-22:30",
622303213,Maison Cluny,restaurant,,Standard,48.8505048,2.3448291,,+33 1 56 81 82 53,,
4944559921,Firmine,restaurant,pasta;italian;pizza,Standard,48.854553,2.295332,,,Mo-Su 11:30-23:30,
3717263752,Ippudo Bastille,restaurant,ramen,Standard,48.8554154,2.3739181,,,,
1205055837,Nakatani,restaurant,french,Standard,48.8484024,2.3195757,"27, Rue Pierre Leroux, 75007",,,
4379667994,La Paillote d'Asie,restaurant,vietnamese,Standard,48.8239235,2.3735633,,,"Mo-Sa 12:00-14:30,19:00-22:00",
626580865,Paris-Hanoï,restaurant,vietnamese,Standard,48.853417,2.3799726,,,"Mo-Su 12:00-14:30,19:00-22:30",
6538313589,Tintamarre,restaurant,,Standard,48.8846802,2.3781744,,,"Tu-Sa 12:00-15:00,19:00-22:00",
3238311177,Baladna,restaurant,lebanese,Standard,48.8338388,2.3310421,"26, Place Denfert-Rochereau, 75014",+33 1 43 21 35 55,"Mo-Su 12:00-14:30, 19:00-23:00",
4935628438,Kunitoraya - Restaurant,restaurant,japanese,Standard,48.8661805,2.3362674,"5, Rue Villedo, 75001, Paris",,Mo-Sa 19:30-20:00,
9419108631,Pliage,restaurant,berber,Standard,48.8958848,2.3437254,"82, Rue Championnet, 75018, Paris",,,
1791412478,Portobello,restaurant,italian,Standard,48.8914883,2.3506742,,,,
3429286293,Le Grand Dictionnaire,restaurant,,Standard,48.837827,2.349478,,,,
9922296590,Anicia,restaurant,,Standard,48.8467155,2.3213619,,,,
4432398594,Pépone,restaurant,italian;pizza,Standard,48.8534879,2.3379911,,,,
508588144,Capucine,restaurant,,Standard,48.8508333,2.3797344,,,,
676851331,La Cantine des Tontons,restaurant,,Standard,48.8333497,2.2983671,,,,
2973419145,Les Frères Laumière,restaurant,,Standard,48.8828915,2.3811913,"3, Avenue de Laumière, 75019, Paris",+33 1 73 71 26 84,,
10187188718,La Favorita,restaurant,italian;pizza,Standard,48.8835438,2.3430022,"39, Rue d'Orsel, 75018",+33142640553,,
4424877757,GALBAR,restaurant,crepe,Standard,48.8744836,2.3481174,,+33 9 83 32 42 49,Mo-We 10:00-17:00; Th-Sa 10:00-22:00,
11405055873,Pizza Presto,restaurant,pizza,Standard,48.8740062,2.3156678,,,,
4119112299,Tea Mélodie,restaurant,,Standard,48.84552,2.4021818,"72, Boulevard de Picpus",+33146283255,Mo 10:00-18:00; Tu-Fr 10:00-22:30; Sa 10:00-18:00,
7703821266,Ya Xuan Sushi,restaurant,chinese,Standard,48.8919702,2.3269017,,,,
7169363196,Blue Monkey Cà Phê,restaurant,vietnamese;asian;international,Standard,48.8921698,2.3097755,,+33 1 42 63 29 87,Mo-Fr 08:30-23:00; Sa 11:00-23:30; Su 11:00-23:00,
9741286318,Ma Cantine Thaï,restaurant,thai,Standard,48.8741017,2.3428812,"56, Rue Richer, 75009",+33 144830230,Mo-Fr 12:00-15:00,
1657974487,La Table d'Eugène,restaurant,french,Standard,48.8911214,2.3471539,75018,,,
4647664896,Homy Food,restaurant,spanish,Standard,48.8401398,2.3870484,,,,
1486314025,Marie Belle,restaurant,,Standard,48.8708604,2.3480513,,,,
3182331487,Rarita,restaurant,italian;pizza,Standard,48.8615659,2.3422384,,,"Mo-Su 12:00-14:30,18:30-22:00",
4937400030,Mei Ko,restaurant,japanese,Standard,48.864038,2.3415356,,,"18:00-23:00, Mo-Sa 11:30-14:30",
5437375521,Guan Guan Yuan,restaurant,chinese,Standard,48.8413823,2.2665703,,,,
1896371545,Délices et saveurs,restaurant,,Standard,48.8954031,2.3374652,75018,,,
727735237,Chez Bébert,restaurant,couscous;arab,Standard,48.8438889,2.3245564,"71, Boulevard du Montparnasse, 75006, Paris",+33 1 42 22 55 31,"Mo-Su 11:30-15:00,18:30-01:00",
5807342757,Zicatela Rex,restaurant,mexican,Standard,48.8701429,2.3479768,"42, Rue Poissonnière",+33 1 73 75 70 84,"Mo-We 11:45-14:30,18:00-23:00; Th-Fr 11:45-14:30,18:00-23:30; Sa 18:00-23:30; Su 17:00-23:00",
9779075120,Biu biu Rice kitchen,restaurant,japanese,Standard,48.8666597,2.3357816,"34, Rue Sainte-Anne, 75004",,Tu-Su 12:00-15:00;18:00-22:00,
1796804553,Sunny,restaurant,,Standard,48.8789557,2.3780361,"84, Avenue Secrétan, 75019, Paris",+33 1 42 06 44 21,Mo-Su 08:00-02:00,
9569615474,Au coin des gourmets,restaurant,asian,Standard,48.8511936,2.3468162,,,,
4701887066,Extérieur Quai,restaurant,,Standard,48.8767187,2.3575413,,,,
6983801506,BMK Paris-Bamako,restaurant,african,Standard,48.8746337,2.3565083,"14, Rue de la Fidélité, 75010",,Tu-Sa 12:00-22:00,
2373094099,Bambou,restaurant,asian,Standard,48.8456676,2.3425523,,,,
939459400,Auberge Dab,restaurant,fish;seafood,Standard,48.8766202,2.2833645,"161, Avenue de Malakoff, 75016",+33145003222,,
5398207521,Iné,restaurant,,Standard,48.8719792,2.3504903,,,,
5913758023,La Cale du Cotentin,restaurant,oyster,Standard,48.8771068,2.3401626,,,,
2918045578,Laumière Sushi Thaï,restaurant,thai,Standard,48.8845755,2.3786513,,,"Mo-Su 11:30-15:00,18:30-23:00",
3876685756,Le Mathusalem,restaurant,french,Standard,48.8398254,2.2664804,"5B, Boulevard Exelmans",+33 1 42 88 10 73,,
2425344549,Têt,restaurant,vietnamese,Standard,48.8641429,2.3664356,,,,
7995899086,Cafuné,restaurant,brazilian,Standard,48.8861406,2.3187875,,,,
12018556492,Sersaf,restaurant,kurdish,Standard,48.8374107,2.3510887,,,"12:00-15:00, Mo-Fr 18:00-23:00",
3296495374,Senatore,restaurant,italian,Standard,48.8357967,2.3244375,"85, 75014, Paris",+33 7 51 04 46 14,"Mo-Sa 12:00-14:30,18:00-21:30",
9146817448,Ogata,restaurant,japanese,Standard,48.8610348,2.3634955,"16, Rue Debelleyme, 75003",+33180977680,We-Su 11:00-23:00; Mo-Tu 11:00-20:00,
6441063590,Nagoya,restaurant,sushi,Standard,48.853865,2.338735,,,"18:30-23:00, Mo-Sa 11:30-15:00",
11514276289,Kitchen,restaurant,,Standard,48.8647576,2.3480695,,,,
773603028,Le Lac de l'Ouest,restaurant,chinese;hangzhou,Standard,48.8648466,2.356833,,,,
703407303,Au Petit Thaï,restaurant,thai,Standard,48.8557934,2.3601724,,,Mo-Su 12:00-14:30;Mo-Sa 19:00-23:30,
10612542013,La Cueva,restaurant,spanish;tapas,Standard,48.8873404,2.334202,"68, Rue Lepic, 75018, Paris",+33142570731,,
6489116630,Yokoso,restaurant,sushi,Standard,48.8870403,2.3474273,,,"Mo-Sa 11:45-14:45,18:30-22:30; Su 18:30-22:30",
6832750819,Vaastu,restaurant,,Standard,48.8835468,2.3737801,"42, Avenue Jean Jaurès, 75019, Paris",,Mo-Su 12:00-14:30; Mo-Sa 19:00-23:00,
4214150492,Iovine's,restaurant,pizza,Standard,48.8723367,2.3284606,,,,
4323654291,Pizza Hut,restaurant,pizza,Standard,48.8282959,2.3729216,,,Mo-Su 11:30-23:00,
1374463835,Setaï,restaurant,asian,Standard,48.8849974,2.3872595,,,,
6459314026,Tasty Trip,restaurant,,Standard,48.8732406,2.3702963,,,,
10251484596,Cantine Libanaise,restaurant,lebanese,Standard,48.8983018,2.3743585,,,Mo-Sa 11:00-22:00;PH off,
4227071883,MyFrench Cantine,restaurant,,Standard,48.8983269,2.375164,,,,
2217482599,Jie Jia,restaurant,chinese,Standard,48.8209686,2.3644145,Avenue de Choisy,,Mo-Su 07:30-22:30,
10086428039,Amore & basta,restaurant,pizza,Standard,48.857308,2.3733351,"20, Rue Bréguet, 75011",+33 1 80 06 08 20,,
5147134754,Chez Léon,restaurant,,Standard,48.8841261,2.3143662,,,,
5574196821,The Feel,restaurant,,Standard,48.8490617,2.4091351,,,,
4908762387,Gustus,restaurant,asian,Standard,48.8417564,2.309067,,,"Mo-Fr 11:30-15:00, 18:30-21:00",
11027800758,Café Campana,restaurant,,Standard,48.8603116,2.3261376,"1, Rue de la Légion d'Honneur, 75007, Paris",,,
3022647301,Royale Charonne,restaurant,sichuan;vietnamese;chinese,Standard,48.8545618,2.3843684,,,,
5879450463,New Delhi Palace,restaurant,indian,Standard,48.8782104,2.3548615,,,"Mo-Sa 11:30-15:00,18:30-22:30",
9019374165,Ay Tacos,restaurant,,Standard,48.8595695,2.3506681,,,,
6488342466,Enishi,restaurant,,Standard,48.8887329,2.3460385,"67, Rue Labat, 75018",,,
7007440902,Restaurant Vietnamien,restaurant,vietnamese,Standard,48.8302775,2.375734,,,Mo-Su 11:30-22:45,
6254344985,Crêperie Brocéliande,restaurant,,Standard,48.884389,2.341139,,,,
5905667304,CIP20,restaurant,international,Standard,48.8721045,2.3804329,"39 bis, Rue de Tourtille, 75020, Paris",+33 9 50 73 77 22,We-Fr 12:00-15:00,
11579680426,Pizza e pasta,restaurant,,Standard,48.860084,2.3496553,,,,
6142207756,"Vero, l'Autre Cantine",restaurant,,Standard,48.8585431,2.3766299,"30, Rue Popincourt, 75011, Paris",,Mo-Fr 10:00-16:00; Sa 10:00-17:00,
3396587308,Le Paradis du Fruit,restaurant,,Standard,48.8611097,2.3450773,"4, Rue Saint-Honoré, 75001, Paris",+33 1 40 39 93 99,,
7048933279,Ave Pizza Romana,restaurant,italian;italian_pizza;pizza,Standard,48.8669444,2.3695526,"90, Rue de la Folie-Méricourt",+33 9 83 63 83 81,"Tu-Sa 12:00-14:30,19:00-23:00",
12209524801,Chez Chouette,restaurant,french,Standard,48.8608156,2.3784649,"30, Avenue Parmentier, 75011",,Mo-Fr 07:00-02:00; Sa-Su 08:00-02:00,
5594769740,Creperie-alo,restaurant,,Standard,48.862975,2.3520972,,,Mo-Fr 11:30-20:00,
2889912437,Royal Berbère,restaurant,algerian,Standard,48.8354007,2.3235093,,,"Tu-Su 12:00-14:30,18:30-22:30",
6058440587,Chez Y Lan,restaurant,vietnamese,Standard,48.8339003,2.3269636,,+33 1 43 22 39 39,"Tu-Sa 12:00-14:30,19:00-22:30",
1585553334,La retraite,restaurant,,Standard,48.8731542,2.3596489,,,,
4126166400,Le Raspail,restaurant,,Standard,48.8497951,2.3270675,,,"Mo-Fr 07:00-01:00, Sa 08:00-01:00, Su 09:00-01:00",
9983272387,Maison Park,restaurant,,Standard,48.8361592,2.2929161,,,"Tu-Fr 12:00-14:00,19:00-21:45; Sa 12:30-14:30,19:00-21:45",
8246094451,Chikoja,restaurant,korean,Standard,48.8660147,2.3354946,"14, Rue Sainte-Anne, 75001",+33 1 42 60 58 88,Mo-Su 11:30-23:30,
2575207516,Maison de Gyros,restaurant,kebab,Standard,48.8525232,2.345102,Rue Xavier Privas,,,
12150302458,Waly-Fay,restaurant,african,Standard,48.8542906,2.3818901,"6, Rue Godefroy Cavaignac, 75011",+33 1 40 24 17 79,"Mo-Sa 12:00-15:00, 19:00-00:00; Su 19:00-00:00",
3709150519,Le Chevaleret,restaurant,,Standard,48.833379,2.369637,,,,
2874646167,Virtus,restaurant,italian,Standard,48.8503285,2.3781973,,,"Tu-Su 11:30-14:30, 19:30-20:30",
5029882726,Au Bon Accueil,restaurant,french,Standard,48.8597074,2.2992208,"14, Rue de Monttessuy, 75007",+33 1 47 05 46 11,,
3213130981,Chez Janou,restaurant,regional;french,Standard,48.8567071,2.3672138,"2, Rue Roger Verlomme, 75003, Paris",+331 42 72 28 41,"Mo-Su 12:00-15:00, 19:00-22:00",Spécialités provençales
7445118687,Mogomogo,restaurant,sushi,Standard,48.8555764,2.3708147,,,"Mo-Sa 11:30-14:30,18:30-22:30",
289438236,La Table du Lancaster,restaurant,,Standard,48.8722601,2.3035046,,,,
5801889792,Momiji Sushi,restaurant,japanese,Standard,48.8789373,2.3466238,"43, Rue de Maubeuge",,,
3072954691,L'Écumoir,restaurant,italian,Standard,48.8595048,2.3686879,"64, Rue Saint-Sabin, 75011, Paris",,Mo-Fr 08:00-23:00; Sa 16:00-23:00; Su 08:00-17:00,
703122402,Le Foyer Vietnam,restaurant,,Standard,48.8422251,2.3519017,,,"Mo-Sa 12:00-14:00,19:00-22:00",
1750435701,Les Patios,restaurant,italian,Standard,48.8484832,2.3421709,,,,
9954284337,Titi Parigino,restaurant,,Standard,48.8522725,2.3884729,"Rue Bouvier, 75011, Paris",,,
5331816172,Croque Minute,restaurant,,Standard,48.8870564,2.3412642,75018,,,
6537549675,Les Saveurs du Maroc,restaurant,moroccan,Standard,48.849377,2.2901556,"51, Rue Rouelle, 75015, Paris",+33145795772,"Tu-Su 12:00-14:30, Tu-Su 19:00-23:00",
10172473671,Swadee,restaurant,thai,Standard,48.878023,2.285457,,+33 1 44 09 09 42,"19:00-23:00, Mo-Fr 12:00-14:30",
5422621504,Hanaza Sushi,restaurant,,Standard,48.8384308,2.2884998,,,,
12213977992,Au petit Chavignol,restaurant,,Standard,48.8855973,2.3102259,,,,
10862108905,Mala Boom,restaurant,chinese;sichuanese,Standard,48.8661453,2.3718926,"42, Rue Jean-Pierre Timbaud",,Mo-Su 12:00-22:30,
4954891344,Shimizu,restaurant,,Standard,48.872122,2.3465613,,,,
9620705609,Madame Rêve Café,restaurant,,Standard,48.8645248,2.3430701,"75001, Paris",,,
1824509206,Yichiban,restaurant,japanese,Standard,48.87423,2.3335755,,,,
3089619401,Le Citizen,restaurant,,Standard,48.8732114,2.3643202,,,,
6936025732,Mama Jackson,restaurant,cajun,Standard,48.8479779,2.387927,"12, Rue Claude Tillier, 75012, Paris",+33 6 16 72 78 64,,
1110738581,Papilla,restaurant,,Standard,48.8467275,2.3428741,,,,
2750490430,Gaston,restaurant,french,Standard,48.8885609,2.3172274,,,,
1696042960,Toscanino,restaurant,italian,Standard,48.8447747,2.3490909,,,"11:30-15:00,18:30-22:00, Fr-Sa 18:30-23:00",
5897513857,L'Artiste,restaurant,,Standard,48.8858156,2.3402897,"27, Rue Gabrielle, 75018, Paris",,,
10692820024,Il Caffè,restaurant,,Standard,48.8723795,2.3358569,,,,
1670155821,Oma,restaurant,,Standard,48.8693445,2.3635411,,,"Mo-Su,PH 09:30-23:00",
10940357141,Canal Poké,restaurant,asian,Standard,48.8822896,2.3337625,,,,
1282166604,China Town Belleville,restaurant,chinese,Standard,48.8732188,2.3745335,,,,
5129398546,Umi,restaurant,japanese,Standard,48.8861314,2.312156,,,,
12279240920,Foccacia club,restaurant,,Standard,48.8717253,2.3405477,,,,
2043707046,Chiang Rai Mai,restaurant,thai,Standard,48.8360026,2.2919856,,,"Mo-Sa 12:00-14:30,19:00-22:30",
582931079,L'Annexe,restaurant,,Standard,48.8487827,2.3484052,"22, Rue des Écoles, 75005, Paris",+33 1 43 54 44 57,Mo-Sa 07:00-23:00; Su 08:00-23:00,
5678455822,Le Chat Noir,restaurant,,Standard,48.8835796,2.33413,"68, Boulevard de Clichy, 75018, Paris",,,
3212067377,Fulvio,restaurant,italian,Standard,48.8614234,2.3643602,,+331 42 71 62 80,,
3596316617,Végé Saveurs,restaurant,chinese,Standard,48.8522022,2.371369,,,,
4410141991,Le Bistrot des Campagnes,restaurant,,Standard,48.8410022,2.330745,,,,
9924537230,Massyl - Au Pied du Chameau,restaurant,,Standard,48.8304013,2.3020864,,,,
4420291691,Le relais Haussmann,restaurant,,Standard,48.8753179,2.3122819,,,,
4543577199,Little Shao,restaurant,chinese,Standard,48.8718665,2.3263058,,,,
7159616227,Respiro,restaurant,pizza;italian,Standard,48.8504713,2.3494177,,,,
3622384595,Café Central,restaurant,,Standard,48.856467,2.3064503,,,,
2143923399,Le Petit Cambodge,restaurant,asian,Standard,48.8716683,2.3681098,"20, Rue Alibert, 75010, Paris",+33 1 42 45 80 88,Mo-Su 12:00-23:00,
6932925047,J'suis là,restaurant,chinese,Standard,48.8660881,2.3768023,,,"""Tous les soirs et mardi, samedi, dimanche midi""",
5955384451,Miss Bánh mì,restaurant,,Standard,48.8655787,2.346039,,,,
11349888546,Lued,restaurant,bubble_tea;ramen,Standard,48.8388385,2.323012,,,"Tu-Su 12:00-15:00,19:00-22:00",
4225805899,L'Épidon de l'Odéon,restaurant,,Standard,48.8508741,2.3393629,,+33 1 45 41 26 71,"Mo-Sa 11:30-15:00,18:00-24:00",
10977176550,Pane & Olio,restaurant,italian,Standard,48.8504941,2.2672773,,,,
3506897281,Le Soixante Douze,restaurant,caribbean,Standard,48.8309871,2.374699,"72, Rue du Chevaleret, 75013",,Mo-Su 17:00-20:00,
10805664405,Canal Poke,restaurant,international;japanese,Standard,48.8693226,2.3344935,"5, Rue de la Michodière, 75002",,Mo-Fr 12:00-15:00,
3957247427,RORI,restaurant,,Standard,48.867761,2.3780632,"96, Rue Jean-Pierre Timbaud, 75011",,We-Su 12:00-01:30,
